             team_name             | avg_height 
 Schreiner                         |       74.1
 Johnson & Wales (RI)              |       74.1
 Rutgers-Newark                    |       74.1
 Hope                              |       74.1
 Eastern Nazarene                  |       74.1
 Penn St. Harrisburg               |       74.1
 Felician                          |       74.1
 Medaille                          |       74.1
 Worcester St.                     |       74.0
 D'Youville                        |       74.0
 Fredonia                          |       74.0
 Paine                             |       74.0
 Carroll (WI)                      |       74.0
 Thomas More                       |       74.0
 Eastern                           |       74.0
 Ferrum                            |       74.0
 Cabrini                           |       74.0
 SUNY Maritime                     |       74.0
 Neumann                           |       74.0
 Mt. St. Vincent                   |       74.0
 Queens (NY)                       |       74.0
 Concordia Wisconsin               |       74.0
 Morrisville St.                   |       74.0
 New Jersey City                   |       74.0
 MacMurray                         |       74.0
 Maryville (TN)                    |       73.9
 Hiram                             |       73.9
 Bridgewater (VA)                  |       73.9
 Purchase                          |       73.9
 Rosemont                          |       73.9
 Curry                             |       73.9
 Endicott                          |       73.9
 St. Scholastica                   |       73.9
 Houghton                          |       73.9
 Crown (MN)                        |       73.9
 Concordia Chicago                 |       73.9
 Manhattanville                    |       73.9
 Hendrix                           |       73.9
 Louisiana Col.                    |       73.9
 Brandeis                          |       73.9
 Lyndon St.                        |       73.9
 Maranatha Baptist                 |       73.9
 Nazareth                          |       73.9
 Fontbonne                         |       73.8
 Iowa Wesleyan                     |       73.8
 Defiance                          |       73.8
 Medgar Evers                      |       73.8
 York (NY)                         |       73.8
 Guilford                          |       73.8
 Saint Mary's (MN)                 |       73.8
 Mount Aloysius                    |       73.8
 Castleton                         |       73.8
 Webster                           |       73.8
 Wilmington (DE)                   |       73.8
 Elizabeth City St.                |       73.8
 Illinois Col.                     |       73.8
 Cazenovia                         |       73.8
 Bethany (WV)                      |       73.8
 Randolph                          |       73.8
 Neb. Wesleyan                     |       73.8
 Cairn                             |       73.7
 Merchant Marine                   |       73.7
 Averett                           |       73.7
 Dallas                            |       73.7
 New Rochelle                      |       73.7
 Macalester                        |       73.7
 King's (PA)                       |       73.7
 La Roche                          |       73.7
 Mitchell                          |       73.7
 Heidelberg                        |       73.7
 Washington Col.                   |       73.7
 Sage Colleges                     |       73.7
 Lycoming                          |       73.7
 Green Mountain                    |       73.7
 FDU-Florham                       |       73.6
 Sewanee                           |       73.6
 Otterbein                         |       73.6
 Penn St.-Berks                    |       73.6
 Grinnell                          |       73.6
 John Jay                          |       73.6
 Beloit                            |       73.6
 Becker                            |       73.6
 St. Joseph's (Brkln)              |       73.6
 Lehman                            |       73.6
 Lancaster Bible                   |       73.5
 St. Elizabeth                     |       73.5
 Nichols                           |       73.5
 Newbury                           |       73.5
 Dominican (IL)                    |       73.5
 Brooklyn                          |       73.5
 Marian (WI)                       |       73.5
 Delaware Valley                   |       73.5
 East Tex. Baptist                 |       73.5
 Greenville                        |       73.4
 Regis (MA)                        |       73.4
 Bryn Athyn                        |       73.4
 Valley Forge                      |       73.4
 Southern Vt.                      |       73.4
 Tex. A&M-Commerce                 |       73.4
 Messiah                           |       73.4
 Rockford                          |       73.4
 Pine Manor                        |       73.4
 Framingham St.                    |       73.4
 Wesley                            |       73.4
 Suffolk                           |       73.4
 Me.-Farmington                    |       73.4
 Alfred                            |       73.4
 Howard Payne                      |       73.4
 Martin Luther                     |       73.3
 Wash. & Jeff.                     |       73.3
 Western New Eng.                  |       73.3
 Rivier                            |       73.3
 New England Col.                  |       73.3
 Pitt.-Bradford                    |       73.3
 Earlham                           |       73.3
 Goucher                           |       73.3
 McDaniel                          |       73.3
 Cobleskill St.                    |       73.2
 Wheelock                          |       73.2
 Franciscan                        |       73.2
 Penn St.-Behrend                  |       73.2
 Covenant                          |       73.2
 Wells                             |       73.2
 Mt. St. Mary (NY)                 |       73.2
 Lebanon Valley                    |       73.2
 Moravian                          |       73.1
 Colby-Sawyer                      |       73.1
 Mt. St. Joseph                    |       73.1
 Greensboro                        |       73.1
 Johnson St.                       |       73.1
 Clark (MA)                        |       73.1
 Pfeiffer                          |       73.0
 Fitchburg St.                     |       73.0
 Finlandia                         |       73.0
 Elizabethtown                     |       73.0
 Knox                              |       73.0
 Penn St.-Abington                 |       73.0
 Rutgers-Camden                    |       72.9
 Bluffton                          |       72.9
 St. Joseph's (L.I.)               |       72.9
 Immaculata                        |       72.8
 Chatham                           |       72.8
 Stevens                           |       72.8
 Kean                              |       72.7
 Newberry                          |       72.7
 North Park                        |       72.7
 Hunter                            |       72.6
 Concordia (TX)                    |       72.6
 Elms                              |       72.5
 Penn College                      |       72.5
 P.R.-Bayamon                      |       72.4
 UMass Boston                      |       72.4
 Clarks Summit                     |       72.4
 Aurora                            |       72.4
 Eureka                            |       72.4
 North Central (MN)                |       72.3
 P.R.-Mayaguez                     |       72.0
 Anna Maria                        |       71.9
 MCLA                              |       71.8
 Wilson                            |       71.4
(1092 rows)

